ligand_name,protein_name,computed_dG,error_message
Updated_Mpro_data_1762_0,Mpro-protein,-4.462765,
Updated_Mpro_data_190_0,Mpro-protein,-7.129827,
Updated_Mpro_data_190_0,Mpro-protein,-7.157176,
Updated_Mpro_data_1431_0,Mpro-protein,-7.287932,
Updated_Mpro_data_1431_0,Mpro-protein,-7.131053,
Updated_Mpro_data_2108_0,Mpro-protein,-5.45384,
Updated_Mpro_data_2108_0,Mpro-protein,-5.519944,
Updated_Mpro_data_1786_0,Mpro-protein,-8.362114,
Updated_Mpro_data_1786_0,Mpro-protein,-8.536261,
Updated_Mpro_data_1332_0,Mpro-protein,-8.691061,
Updated_Mpro_data_1332_0,Mpro-protein,-8.734256,
Updated_Mpro_data_2002_0,Mpro-protein,-5.759641,
Updated_Mpro_data_2002_0,Mpro-protein,-5.761538,
Updated_Mpro_data_2136_0,Mpro-protein,-4.204571,
Updated_Mpro_data_2136_0,Mpro-protein,-4.559656,
Updated_Mpro_data_382_0,Mpro-protein,-4.729062,
Updated_Mpro_data_382_0,Mpro-protein,-4.383235,
Updated_Mpro_data_1673_0,Mpro-protein,-7.933666,
Updated_Mpro_data_1673_0,Mpro-protein,-8.180391,
Updated_Mpro_data_142_0,Mpro-protein,-1.576504,
Updated_Mpro_data_142_0,Mpro-protein,-1.693077,
Updated_Mpro_data_1229_0,Mpro-protein,-6.221049,
Updated_Mpro_data_1229_0,Mpro-protein,-6.467191,
Updated_Mpro_data_345_0,Mpro-protein,-5.559842,
Updated_Mpro_data_345_0,Mpro-protein,-5.559844,
Updated_Mpro_data_859_0,Mpro-protein,-6.040584,
Updated_Mpro_data_859_0,Mpro-protein,-5.93462,
Updated_Mpro_data_753_0,Mpro-protein,-6.860558,
Updated_Mpro_data_753_0,Mpro-protein,-6.800337,
Updated_Mpro_data_672_0,Mpro-protein,-6.63054,
Updated_Mpro_data_672_0,Mpro-protein,-6.546403,
Updated_Mpro_data_176_0,Mpro-protein,-2.676798,
Updated_Mpro_data_176_0,Mpro-protein,-2.80583,
Updated_Mpro_data_392_0,Mpro-protein,-6.393647,
Updated_Mpro_data_392_0,Mpro-protein,-6.663023,
Updated_Mpro_data_2716_0,Mpro-protein,-6.849419,
Updated_Mpro_data_2716_0,Mpro-protein,-6.480983,
Updated_Mpro_data_414_0,Mpro-protein,-7.28083,
Updated_Mpro_data_414_0,Mpro-protein,-7.319771,
Updated_Mpro_data_1203_0,Mpro-protein,-5.357172,
Updated_Mpro_data_1203_0,Mpro-protein,-5.173988,
Updated_Mpro_data_2298_0,Mpro-protein,-7.562938,
Updated_Mpro_data_2298_0,Mpro-protein,-7.749805,
Updated_Mpro_data_1995_0,Mpro-protein,-4.041717,
Updated_Mpro_data_1995_0,Mpro-protein,-3.793707,
Updated_Mpro_data_1883_0,Mpro-protein,-8.152184,
Updated_Mpro_data_1883_0,Mpro-protein,-7.917854,
Updated_Mpro_data_1892_0,Mpro-protein,-7.500051,
Updated_Mpro_data_1892_0,Mpro-protein,-7.50005,
Updated_Mpro_data_2421_0,Mpro-protein,-6.931655,
Updated_Mpro_data_2421_0,Mpro-protein,-7.112519,
Updated_Mpro_data_422_0,Mpro-protein,-8.551338,
Updated_Mpro_data_422_0,Mpro-protein,-8.646559,
Updated_Mpro_data_1128_0,Mpro-protein,-8.099193,
Updated_Mpro_data_1128_0,Mpro-protein,-7.940543,
Updated_Mpro_data_1443_0,Mpro-protein,-1.630321,
Updated_Mpro_data_1443_0,Mpro-protein,-1.67543,
Updated_Mpro_data_2630_0,Mpro-protein,-7.200408,
Updated_Mpro_data_2630_0,Mpro-protein,-7.198111,
Updated_Mpro_data_2637_0,Mpro-protein,-7.648517,
Updated_Mpro_data_2637_0,Mpro-protein,-7.656456,
Updated_Mpro_data_1902_0,Mpro-protein,-6.907653,
Updated_Mpro_data_1902_0,Mpro-protein,-6.997873,
Updated_Mpro_data_2556_0,Mpro-protein,-5.912421,
Updated_Mpro_data_2556_0,Mpro-protein,-5.732144,
Updated_Mpro_data_2054_0,Mpro-protein,-4.732116,
Updated_Mpro_data_2054_0,Mpro-protein,-4.770812,
Updated_Mpro_data_2400_0,Mpro-protein,-7.860679,
Updated_Mpro_data_2400_0,Mpro-protein,-7.767102,
Updated_Mpro_data_539_0,Mpro-protein,-7.030915,
Updated_Mpro_data_539_0,Mpro-protein,-6.436999,
Updated_Mpro_data_1593_0,Mpro-protein,-5.61991,
Updated_Mpro_data_1593_0,Mpro-protein,-5.845683,
Updated_Mpro_data_1503_0,Mpro-protein,-8.98796,
Updated_Mpro_data_1503_0,Mpro-protein,-8.58671,
Updated_Mpro_data_96_0,Mpro-protein,-6.23826,
Updated_Mpro_data_96_0,Mpro-protein,-6.480918,
Updated_Mpro_data_2089_0,Mpro-protein,-7.848469,
Updated_Mpro_data_2089_0,Mpro-protein,-7.953403,
Updated_Mpro_data_986_0,Mpro-protein,-7.249012,
Updated_Mpro_data_986_0,Mpro-protein,-7.46396,
Updated_Mpro_data_1301_0,Mpro-protein,-7.453913,
Updated_Mpro_data_1301_0,Mpro-protein,-7.700305,
Updated_Mpro_data_843_0,Mpro-protein,-5.35307,
Updated_Mpro_data_843_0,Mpro-protein,-5.284025,
Updated_Mpro_data_975_0,Mpro-protein,-3.859367,
Updated_Mpro_data_975_0,Mpro-protein,-4.742558,
Updated_Mpro_data_2458_0,Mpro-protein,-9.224895,
Updated_Mpro_data_2458_0,Mpro-protein,-8.994026,
Updated_Mpro_data_49_0,Mpro-protein,-6.226503,
Updated_Mpro_data_49_0,Mpro-protein,-6.264414,
Updated_Mpro_data_2286_0,Mpro-protein,-7.484338,
Updated_Mpro_data_2286_0,Mpro-protein,-7.565411,
Updated_Mpro_data_2720_0,Mpro-protein,-5.565293,
Updated_Mpro_data_2720_0,Mpro-protein,-5.5653,
Updated_Mpro_data_1525_0,Mpro-protein,-3.92698,
Updated_Mpro_data_1525_0,Mpro-protein,-3.846824,
Updated_Mpro_data_1268_0,Mpro-protein,-5.950362,
Updated_Mpro_data_1268_0,Mpro-protein,-5.949227,
Updated_Mpro_data_1911_0,Mpro-protein,-8.56913,
Updated_Mpro_data_1911_0,Mpro-protein,-8.569597,
Updated_Mpro_data_708_0,Mpro-protein,-7.420324,
Updated_Mpro_data_708_0,Mpro-protein,-7.427143,
Updated_Mpro_data_2351_0,Mpro-protein,-10.822605,
Updated_Mpro_data_2351_0,Mpro-protein,-10.353179,
Updated_Mpro_data_2609_0,Mpro-protein,-7.877566,
Updated_Mpro_data_2609_0,Mpro-protein,-7.836321,
Updated_Mpro_data_565_0,Mpro-protein,-7.661725,
Updated_Mpro_data_565_0,Mpro-protein,-7.661725,
Updated_Mpro_data_2278_0,Mpro-protein,-7.035855,
Updated_Mpro_data_2278_0,Mpro-protein,-7.146688,
Updated_Mpro_data_161_0,Mpro-protein,-2.573539,
Updated_Mpro_data_161_0,Mpro-protein,-2.949874,
Updated_Mpro_data_743_0,Mpro-protein,-6.782569,
Updated_Mpro_data_743_0,Mpro-protein,-6.938696,
Updated_Mpro_data_846_0,Mpro-protein,-7.72424,
Updated_Mpro_data_846_0,Mpro-protein,-7.724352,
Updated_Mpro_data_523_0,Mpro-protein,-5.49714,
Updated_Mpro_data_523_0,Mpro-protein,-6.609406,
Updated_Mpro_data_2729_0,Mpro-protein,-5.696353,
Updated_Mpro_data_2729_0,Mpro-protein,-5.789105,
Updated_Mpro_data_741_0,Mpro-protein,-3.940206,
Updated_Mpro_data_741_0,Mpro-protein,-3.907742,
Updated_Mpro_data_2535_0,Mpro-protein,-7.362128,
Updated_Mpro_data_2535_0,Mpro-protein,-7.517529,
Updated_Mpro_data_1087_0,Mpro-protein,-5.220272,
Updated_Mpro_data_1087_0,Mpro-protein,-5.639533,
Updated_Mpro_data_1139_0,Mpro-protein,-4.424568,
Updated_Mpro_data_1139_0,Mpro-protein,-4.23791,
Updated_Mpro_data_1573_0,Mpro-protein,-6.558233,
Updated_Mpro_data_1573_0,Mpro-protein,-6.434973,
Updated_Mpro_data_915_0,Mpro-protein,-5.818337,
Updated_Mpro_data_915_0,Mpro-protein,-5.715429,
Updated_Mpro_data_2318_0,Mpro-protein,-9.051586,
Updated_Mpro_data_2318_0,Mpro-protein,-9.133523,
Updated_Mpro_data_62_0,Mpro-protein,-5.335532,
Updated_Mpro_data_62_0,Mpro-protein,-5.125993,
Updated_Mpro_data_2717_0,Mpro-protein,-7.058252,
Updated_Mpro_data_2717_0,Mpro-protein,-7.103571,
Updated_Mpro_data_1976_0,Mpro-protein,-7.705705,
Updated_Mpro_data_1976_0,Mpro-protein,-7.991975,
Updated_Mpro_data_2290_0,Mpro-protein,-8.239361,
Updated_Mpro_data_2290_0,Mpro-protein,-8.177645,
Updated_Mpro_data_739_0,Mpro-protein,-6.27305,
Updated_Mpro_data_739_0,Mpro-protein,-6.187048,
Updated_Mpro_data_956_0,Mpro-protein,-6.642949,
Updated_Mpro_data_956_0,Mpro-protein,-6.647938,
Updated_Mpro_data_506_0,Mpro-protein,-5.367828,
Updated_Mpro_data_506_0,Mpro-protein,-6.6928,
Updated_Mpro_data_1870_0,Mpro-protein,-7.63499,
Updated_Mpro_data_1870_0,Mpro-protein,-7.541872,
Updated_Mpro_data_171_0,Mpro-protein,-6.086628,
Updated_Mpro_data_171_0,Mpro-protein,-5.873826,
Updated_Mpro_data_1796_0,Mpro-protein,-7.922241,
Updated_Mpro_data_1796_0,Mpro-protein,-7.678352,
Updated_Mpro_data_648_0,Mpro-protein,-5.664412,
Updated_Mpro_data_648_0,Mpro-protein,-5.552375,
Updated_Mpro_data_1137_0,Mpro-protein,-6.097894,
Updated_Mpro_data_1137_0,Mpro-protein,-6.111817,
Updated_Mpro_data_2070_0,Mpro-protein,-7.386267,
Updated_Mpro_data_2070_0,Mpro-protein,-7.386266,
Updated_Mpro_data_2526_0,Mpro-protein,-7.617389,
Updated_Mpro_data_2526_0,Mpro-protein,-7.491244,
Updated_Mpro_data_1102_0,Mpro-protein,-3.162708,
Updated_Mpro_data_1102_0,Mpro-protein,-2.377558,
Updated_Mpro_data_940_0,Mpro-protein,2.15996,
Updated_Mpro_data_940_0,Mpro-protein,1.827685,
Updated_Mpro_data_499_0,Mpro-protein,-1.088182,
Updated_Mpro_data_499_0,Mpro-protein,-1.349654,
Updated_Mpro_data_2519_0,Mpro-protein,-7.43249,
Updated_Mpro_data_2519_0,Mpro-protein,-7.473396,
Updated_Mpro_data_2006_0,Mpro-protein,-5.874072,
Updated_Mpro_data_2006_0,Mpro-protein,-5.580557,
Updated_Mpro_data_566_0,Mpro-protein,-6.068976,
Updated_Mpro_data_566_0,Mpro-protein,-5.792343,
Updated_Mpro_data_68_0,Mpro-protein,-6.152323,
Updated_Mpro_data_68_0,Mpro-protein,-6.152329,
Updated_Mpro_data_2282_0,Mpro-protein,-8.770455,
Updated_Mpro_data_2282_0,Mpro-protein,-8.790565,
Updated_Mpro_data_92_0,Mpro-protein,-5.300202,
Updated_Mpro_data_92_0,Mpro-protein,-5.30011,
Updated_Mpro_data_2271_0,Mpro-protein,-8.004177,
Updated_Mpro_data_2271_0,Mpro-protein,-7.646013,
Updated_Mpro_data_1460_0,Mpro-protein,-6.636513,
Updated_Mpro_data_1460_0,Mpro-protein,-6.551514,
Updated_Mpro_data_74_0,Mpro-protein,-6.039689,
Updated_Mpro_data_74_0,Mpro-protein,-6.043961,
Updated_Mpro_data_1282_0,Mpro-protein,-6.803864,
Updated_Mpro_data_1282_0,Mpro-protein,-6.687295,
Updated_Mpro_data_237_0,Mpro-protein,-6.471309,
Updated_Mpro_data_237_0,Mpro-protein,-6.025782,
Updated_Mpro_data_1947_0,Mpro-protein,-4.681506,
Updated_Mpro_data_1947_0,Mpro-protein,-5.335163,
Updated_Mpro_data_809_0,Mpro-protein,3.376985,
Updated_Mpro_data_809_0,Mpro-protein,1.384265,
Updated_Mpro_data_1162_0,Mpro-protein,-5.839265,
Updated_Mpro_data_1162_0,Mpro-protein,-6.150963,
Updated_Mpro_data_286_0,Mpro-protein,-6.613042,
Updated_Mpro_data_286_0,Mpro-protein,-6.58159,
Updated_Mpro_data_1338_0,Mpro-protein,-6.379159,
Updated_Mpro_data_1338_0,Mpro-protein,-8.257782,
Updated_Mpro_data_1151_0,Mpro-protein,-8.38106,
Updated_Mpro_data_1151_0,Mpro-protein,-8.381062,
Updated_Mpro_data_55_0,Mpro-protein,-8.359203,
Updated_Mpro_data_55_0,Mpro-protein,-8.494081,
Updated_Mpro_data_985_0,Mpro-protein,-7.112329,
Updated_Mpro_data_985_0,Mpro-protein,-7.425063,
Updated_Mpro_data_2083_0,Mpro-protein,-8.4891,
Updated_Mpro_data_2083_0,Mpro-protein,-8.489099,
Updated_Mpro_data_1319_0,Mpro-protein,-6.720201,
Updated_Mpro_data_1319_0,Mpro-protein,-6.989174,
Updated_Mpro_data_923_0,Mpro-protein,-8.647471,
Updated_Mpro_data_923_0,Mpro-protein,-8.606075,
Updated_Mpro_data_1700_0,Mpro-protein,-6.747075,
Updated_Mpro_data_1700_0,Mpro-protein,-6.601082,
Updated_Mpro_data_793_0,Mpro-protein,-4.730149,
Updated_Mpro_data_793_0,Mpro-protein,-5.137739,
Updated_Mpro_data_2014_0,Mpro-protein,-4.184108,
Updated_Mpro_data_2014_0,Mpro-protein,-4.116315,
Updated_Mpro_data_1867_0,Mpro-protein,-7.383697,
Updated_Mpro_data_1867_0,Mpro-protein,-7.383697,
Updated_Mpro_data_76_0,Mpro-protein,-6.628424,
Updated_Mpro_data_76_0,Mpro-protein,-6.347047,
Updated_Mpro_data_1991_0,Mpro-protein,-4.854091,
Updated_Mpro_data_1991_0,Mpro-protein,-4.557791,
Updated_Mpro_data_1808_0,Mpro-protein,-4.99484,
Updated_Mpro_data_1808_0,Mpro-protein,-5.195366,
Updated_Mpro_data_769_0,Mpro-protein,-8.547249,
Updated_Mpro_data_769_0,Mpro-protein,-8.53409,
Updated_Mpro_data_1016_0,Mpro-protein,-8.560669,
Updated_Mpro_data_1016_0,Mpro-protein,-9.131985,
Updated_Mpro_data_2628_0,Mpro-protein,-8.73022,
Updated_Mpro_data_2628_0,Mpro-protein,-8.525091,
Updated_Mpro_data_8_0,Mpro-protein,-5.077689,
Updated_Mpro_data_8_0,Mpro-protein,-4.451058,
Updated_Mpro_data_788_0,Mpro-protein,-5.741004,
Updated_Mpro_data_788_0,Mpro-protein,-5.772143,
Updated_Mpro_data_682_0,Mpro-protein,-5.361201,
Updated_Mpro_data_682_0,Mpro-protein,-5.373077,
Updated_Mpro_data_1436_0,Mpro-protein,-5.605192,
Updated_Mpro_data_1436_0,Mpro-protein,-6.394206,
Updated_Mpro_data_1082_0,Mpro-protein,-7.816023,
Updated_Mpro_data_1082_0,Mpro-protein,-7.61252,
Updated_Mpro_data_2411_0,Mpro-protein,-8.167051,
Updated_Mpro_data_2411_0,Mpro-protein,-8.040754,
Updated_Mpro_data_886_0,Mpro-protein,-5.528789,
Updated_Mpro_data_886_0,Mpro-protein,-6.169894,
Updated_Mpro_data_1474_0,Mpro-protein,-4.131409,
Updated_Mpro_data_1474_0,Mpro-protein,-4.065232,
Updated_Mpro_data_1284_0,Mpro-protein,-6.436969,
Updated_Mpro_data_1284_0,Mpro-protein,-6.309247,
Updated_Mpro_data_2192_0,Mpro-protein,-5.095221,
Updated_Mpro_data_2192_0,Mpro-protein,-5.088356,
Updated_Mpro_data_2225_0,Mpro-protein,-1.157099,
Updated_Mpro_data_2225_0,Mpro-protein,-0.422406,
Updated_Mpro_data_85_0,Mpro-protein,-0.791636,
Updated_Mpro_data_85_0,Mpro-protein,0.153989,
Updated_Mpro_data_1647_0,Mpro-protein,-3.760734,
Updated_Mpro_data_1647_0,Mpro-protein,-3.723504,
Updated_Mpro_data_1097_0,Mpro-protein,-6.400863,
Updated_Mpro_data_1097_0,Mpro-protein,-6.401626,
Updated_Mpro_data_1907_0,Mpro-protein,-7.086639,
Updated_Mpro_data_1907_0,Mpro-protein,-7.470736,
Updated_Mpro_data_2047_0,Mpro-protein,-6.539936,
Updated_Mpro_data_2047_0,Mpro-protein,-6.464836,
Updated_Mpro_data_395_0,Mpro-protein,-5.567737,
Updated_Mpro_data_395_0,Mpro-protein,-5.517868,
Updated_Mpro_data_2490.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_Updated_Mpro_data_2490_docked.sdf
Updated_Mpro_data_511_0,Mpro-protein,-5.340649,
Updated_Mpro_data_511_0,Mpro-protein,-5.296887,
Updated_Mpro_data_2264_0,Mpro-protein,-6.612957,
Updated_Mpro_data_2264_0,Mpro-protein,-6.612957,
Updated_Mpro_data_2244_0,Mpro-protein,-7.940795,
Updated_Mpro_data_2244_0,Mpro-protein,-7.660007,
Updated_Mpro_data_1456_0,Mpro-protein,-3.51277,
Updated_Mpro_data_1456_0,Mpro-protein,-3.528914,
Updated_Mpro_data_991_0,Mpro-protein,-5.195071,
Updated_Mpro_data_991_0,Mpro-protein,-5.779862,
Updated_Mpro_data_941.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_Updated_Mpro_data_941_docked.sdf
Updated_Mpro_data_304_0,Mpro-protein,-8.776451,
Updated_Mpro_data_304_0,Mpro-protein,-8.145557,
Updated_Mpro_data_2118_0,Mpro-protein,-6.775444,
Updated_Mpro_data_2118_0,Mpro-protein,-7.147931,
Updated_Mpro_data_2101_0,Mpro-protein,-7.571472,
Updated_Mpro_data_2101_0,Mpro-protein,-7.337966,
Updated_Mpro_data_1069_0,Mpro-protein,-5.954333,
Updated_Mpro_data_1069_0,Mpro-protein,-5.670339,
Updated_Mpro_data_2198_0,Mpro-protein,-7.590175,
Updated_Mpro_data_2198_0,Mpro-protein,-6.956773,
Updated_Mpro_data_1550_0,Mpro-protein,-7.245304,
Updated_Mpro_data_1550_0,Mpro-protein,-7.187175,
Updated_Mpro_data_798_0,Mpro-protein,-4.510471,
Updated_Mpro_data_798_0,Mpro-protein,-4.316828,
Updated_Mpro_data_137_0,Mpro-protein,-1.637912,
Updated_Mpro_data_137_0,Mpro-protein,0.49182,
Updated_Mpro_data_339_0,Mpro-protein,-4.938203,
Updated_Mpro_data_339_0,Mpro-protein,-4.987477,
Updated_Mpro_data_2616_0,Mpro-protein,-6.565765,
Updated_Mpro_data_2616_0,Mpro-protein,-6.728511,
Updated_Mpro_data_1127_0,Mpro-protein,-8.740662,
Updated_Mpro_data_1127_0,Mpro-protein,-8.862707,
Updated_Mpro_data_1624_0,Mpro-protein,-7.338912,
Updated_Mpro_data_1624_0,Mpro-protein,-7.2463,
Updated_Mpro_data_2462_0,Mpro-protein,-6.353144,
Updated_Mpro_data_2462_0,Mpro-protein,-6.248378,
Updated_Mpro_data_265_0,Mpro-protein,-6.828503,
Updated_Mpro_data_265_0,Mpro-protein,-6.927437,
Updated_Mpro_data_2146_0,Mpro-protein,-2.27054,
Updated_Mpro_data_2146_0,Mpro-protein,-1.497025,
Updated_Mpro_data_1455_0,Mpro-protein,-4.757338,
Updated_Mpro_data_1455_0,Mpro-protein,-5.257226,
Updated_Mpro_data_1951_0,Mpro-protein,-8.36355,
Updated_Mpro_data_1951_0,Mpro-protein,-7.766809,
Updated_Mpro_data_1745_0,Mpro-protein,-3.918682,
Updated_Mpro_data_1745_0,Mpro-protein,-3.818388,
Updated_Mpro_data_2312_0,Mpro-protein,-8.718269,
Updated_Mpro_data_2312_0,Mpro-protein,-8.690003,
Updated_Mpro_data_1608_0,Mpro-protein,-7.883343,
Updated_Mpro_data_1608_0,Mpro-protein,-7.883346,
Updated_Mpro_data_299_0,Mpro-protein,-4.024585,
Updated_Mpro_data_299_0,Mpro-protein,-4.26576,
Updated_Mpro_data_1083_0,Mpro-protein,2.075323,
Updated_Mpro_data_1083_0,Mpro-protein,-0.953181,
Updated_Mpro_data_1055_0,Mpro-protein,-7.191751,
Updated_Mpro_data_1055_0,Mpro-protein,-7.453918,
Updated_Mpro_data_2127_0,Mpro-protein,-7.849714,
Updated_Mpro_data_2127_0,Mpro-protein,-8.132199,
Updated_Mpro_data_89_0,Mpro-protein,-5.556316,
Updated_Mpro_data_89_0,Mpro-protein,-4.906103,
Updated_Mpro_data_890_0,Mpro-protein,-8.936958,
Updated_Mpro_data_890_0,Mpro-protein,-8.954097,
Updated_Mpro_data_1376_0,Mpro-protein,-6.030099,
Updated_Mpro_data_1376_0,Mpro-protein,-5.891809,
Updated_Mpro_data_2578_0,Mpro-protein,-7.829027,
Updated_Mpro_data_2578_0,Mpro-protein,-7.829027,
Updated_Mpro_data_1538_0,Mpro-protein,-2.849541,
Updated_Mpro_data_1538_0,Mpro-protein,-3.050643,
Updated_Mpro_data_347_0,Mpro-protein,-4.875451,
Updated_Mpro_data_347_0,Mpro-protein,-4.845938,
Updated_Mpro_data_2737_0,Mpro-protein,-5.002246,
Updated_Mpro_data_2737_0,Mpro-protein,-5.002248,
Updated_Mpro_data_1970_0,Mpro-protein,-6.519641,
Updated_Mpro_data_1970_0,Mpro-protein,-6.359635,
Updated_Mpro_data_1036_0,Mpro-protein,-6.685157,
Updated_Mpro_data_1036_0,Mpro-protein,-6.588054,
Updated_Mpro_data_12_0,Mpro-protein,-5.521008,
Updated_Mpro_data_12_0,Mpro-protein,-5.535582,
Updated_Mpro_data_1450_0,Mpro-protein,-6.764924,
Updated_Mpro_data_1450_0,Mpro-protein,-6.647272,
Updated_Mpro_data_2113_0,Mpro-protein,-2.513787,
Updated_Mpro_data_2113_0,Mpro-protein,-2.712861,
Updated_Mpro_data_913_0,Mpro-protein,-6.007771,
Updated_Mpro_data_913_0,Mpro-protein,-6.007772,
Updated_Mpro_data_1810_0,Mpro-protein,-2.598536,
Updated_Mpro_data_1810_0,Mpro-protein,-1.609392,
Updated_Mpro_data_1623_0,Mpro-protein,-7.787174,
Updated_Mpro_data_1623_0,Mpro-protein,-7.766907,
Updated_Mpro_data_1679_0,Mpro-protein,-6.822184,
Updated_Mpro_data_1679_0,Mpro-protein,-7.430182,
Updated_Mpro_data_1287_0,Mpro-protein,-6.7524,
Updated_Mpro_data_1287_0,Mpro-protein,-6.961664,
Updated_Mpro_data_900_0,Mpro-protein,-5.049295,
Updated_Mpro_data_900_0,Mpro-protein,-5.199321,
Updated_Mpro_data_60_0,Mpro-protein,-5.70714,
Updated_Mpro_data_60_0,Mpro-protein,-5.587966,
Updated_Mpro_data_2153_0,Mpro-protein,-6.4196,
Updated_Mpro_data_2153_0,Mpro-protein,-4.175125,
Updated_Mpro_data_1271_0,Mpro-protein,-5.593488,
Updated_Mpro_data_1271_0,Mpro-protein,-5.593488,
Updated_Mpro_data_415_0,Mpro-protein,-7.32852,
Updated_Mpro_data_415_0,Mpro-protein,-7.386479,
Updated_Mpro_data_968_0,Mpro-protein,-6.61847,
Updated_Mpro_data_968_0,Mpro-protein,-6.721601,
Updated_Mpro_data_1361_0,Mpro-protein,-7.670377,
Updated_Mpro_data_1361_0,Mpro-protein,-7.670378,
Updated_Mpro_data_1496_0,Mpro-protein,-8.036053,
Updated_Mpro_data_1496_0,Mpro-protein,-8.036055,
Updated_Mpro_data_13_0,Mpro-protein,-3.768947,
Updated_Mpro_data_13_0,Mpro-protein,-3.783475,
Updated_Mpro_data_1583_0,Mpro-protein,-5.513154,
Updated_Mpro_data_1583_0,Mpro-protein,-5.397928,
Updated_Mpro_data_1115_0,Mpro-protein,-4.519886,
Updated_Mpro_data_1115_0,Mpro-protein,-4.519884,
Updated_Mpro_data_1106_0,Mpro-protein,-6.502551,
Updated_Mpro_data_1106_0,Mpro-protein,-6.360026,
Updated_Mpro_data_2705_0,Mpro-protein,-7.1176,
Updated_Mpro_data_2705_0,Mpro-protein,-7.096279,
Updated_Mpro_data_2655_0,Mpro-protein,-7.735244,
Updated_Mpro_data_2655_0,Mpro-protein,-7.929128,
Updated_Mpro_data_1124_0,Mpro-protein,-6.801592,
Updated_Mpro_data_1124_0,Mpro-protein,-6.801593,
Updated_Mpro_data_174_0,Mpro-protein,-5.185047,
Updated_Mpro_data_174_0,Mpro-protein,-5.301197,
Updated_Mpro_data_1063_0,Mpro-protein,0.74108,
Updated_Mpro_data_1063_0,Mpro-protein,0.846911,
Updated_Mpro_data_138_0,Mpro-protein,-4.65286,
Updated_Mpro_data_138_0,Mpro-protein,-4.919756,
Updated_Mpro_data_1520_0,Mpro-protein,-4.927701,
Updated_Mpro_data_1520_0,Mpro-protein,-4.865612,
Updated_Mpro_data_436_0,Mpro-protein,-4.726458,
Updated_Mpro_data_436_0,Mpro-protein,-5.016457,
Updated_Mpro_data_1879_0,Mpro-protein,-6.376911,
Updated_Mpro_data_1879_0,Mpro-protein,-6.397735,
Updated_Mpro_data_2303_0,Mpro-protein,-7.153264,
Updated_Mpro_data_2303_0,Mpro-protein,-7.346583,
Updated_Mpro_data_1245_0,Mpro-protein,-6.180234,
Updated_Mpro_data_1245_0,Mpro-protein,-6.16203,
Updated_Mpro_data_1389_0,Mpro-protein,-6.569416,
Updated_Mpro_data_1389_0,Mpro-protein,-6.569417,
Updated_Mpro_data_2231_0,Mpro-protein,-4.832424,
Updated_Mpro_data_2231_0,Mpro-protein,-6.055897,
Updated_Mpro_data_2342_0,Mpro-protein,-9.062853,
Updated_Mpro_data_2342_0,Mpro-protein,-8.860366,
Updated_Mpro_data_943_0,Mpro-protein,-6.510133,
Updated_Mpro_data_943_0,Mpro-protein,-6.893195,
Updated_Mpro_data_2359_0,Mpro-protein,-8.01162,
Updated_Mpro_data_2359_0,Mpro-protein,-7.683383,
Updated_Mpro_data_1387_0,Mpro-protein,-7.478364,
Updated_Mpro_data_1387_0,Mpro-protein,-7.407533,
Updated_Mpro_data_1121_0,Mpro-protein,-8.412621,
Updated_Mpro_data_1121_0,Mpro-protein,-8.243122,
Updated_Mpro_data_2669_0,Mpro-protein,-6.647649,
Updated_Mpro_data_2669_0,Mpro-protein,-6.148512,
Updated_Mpro_data_1372_0,Mpro-protein,-8.149944,
Updated_Mpro_data_1372_0,Mpro-protein,-8.14994,
Updated_Mpro_data_2279_0,Mpro-protein,-9.046275,
Updated_Mpro_data_2279_0,Mpro-protein,-9.06177,
Updated_Mpro_data_1059_0,Mpro-protein,-6.221552,
Updated_Mpro_data_1059_0,Mpro-protein,-6.242889,
Updated_Mpro_data_2129_0,Mpro-protein,-8.618172,
Updated_Mpro_data_2129_0,Mpro-protein,-8.858822,
Updated_Mpro_data_296_0,Mpro-protein,-6.132157,
Updated_Mpro_data_296_0,Mpro-protein,-6.116149,
Updated_Mpro_data_1693_0,Mpro-protein,-9.680129,
Updated_Mpro_data_1693_0,Mpro-protein,-9.797592,
Updated_Mpro_data_1141_0,Mpro-protein,-7.428498,
Updated_Mpro_data_1141_0,Mpro-protein,-5.9863,
Updated_Mpro_data_1037_0,Mpro-protein,-4.244436,
Updated_Mpro_data_1037_0,Mpro-protein,-4.244437,
Updated_Mpro_data_2590_0,Mpro-protein,-5.679167,
Updated_Mpro_data_2590_0,Mpro-protein,-5.784967,
Updated_Mpro_data_1795_0,Mpro-protein,-8.715459,
Updated_Mpro_data_1795_0,Mpro-protein,-9.140123,
Updated_Mpro_data_2185_0,Mpro-protein,-1.440894,
Updated_Mpro_data_2185_0,Mpro-protein,-3.066889,
Updated_Mpro_data_920_0,Mpro-protein,-8.607939,
Updated_Mpro_data_920_0,Mpro-protein,-8.468742,
Updated_Mpro_data_2651_0,Mpro-protein,-7.12206,
Updated_Mpro_data_2651_0,Mpro-protein,-6.997716,
Updated_Mpro_data_2217_0,Mpro-protein,-6.774264,
Updated_Mpro_data_2217_0,Mpro-protein,-6.606442,
Updated_Mpro_data_833_0,Mpro-protein,-5.586794,
Updated_Mpro_data_833_0,Mpro-protein,-5.675227,
