ligand_name,protein_name,computed_dG,error_message
Updated_Mpro_data_102_0,Mpro-protein,-3.795898,
Updated_Mpro_data_593_0,Mpro-protein,-8.067969,
Updated_Mpro_data_1014_0,Mpro-protein,-7.606696,
Updated_Mpro_data_1199_0,Mpro-protein,-6.056221,
Updated_Mpro_data_2603_0,Mpro-protein,-6.302166,
Updated_Mpro_data_1637_0,Mpro-protein,-6.097788,
Updated_Mpro_data_870_0,Mpro-protein,-4.686869,
Updated_Mpro_data_2437_0,Mpro-protein,-6.149313,
Updated_Mpro_data_1417_0,Mpro-protein,-7.024345,
Updated_Mpro_data_349_0,Mpro-protein,-6.688007,
Updated_Mpro_data_1273_0,Mpro-protein,-7.793045,
Updated_Mpro_data_2099_0,Mpro-protein,-8.493505,
Updated_Mpro_data_601_0,Mpro-protein,-7.512164,
Updated_Mpro_data_19_0,Mpro-protein,-4.441763,
Updated_Mpro_data_647_0,Mpro-protein,-7.222266,
Updated_Mpro_data_278_0,Mpro-protein,-5.838248,
Updated_Mpro_data_2506_0,Mpro-protein,-6.685798,
Updated_Mpro_data_1779_0,Mpro-protein,1.510405,
Updated_Mpro_data_1815_0,Mpro-protein,-8.386463,
Updated_Mpro_data_1446_0,Mpro-protein,-6.60908,
Updated_Mpro_data_1435_0,Mpro-protein,-8.223042,
Updated_Mpro_data_2478_0,Mpro-protein,-6.093333,
Updated_Mpro_data_979_0,Mpro-protein,-6.482488,
Updated_Mpro_data_889_0,Mpro-protein,-6.039783,
Updated_Mpro_data_2346_0,Mpro-protein,-9.848949,
Updated_Mpro_data_1967_0,Mpro-protein,-7.468575,
Updated_Mpro_data_789_0,Mpro-protein,-7.188741,
Updated_Mpro_data_2735_0,Mpro-protein,-5.282576,
Updated_Mpro_data_1464_0,Mpro-protein,-4.456896,
Updated_Mpro_data_2297_0,Mpro-protein,-8.019724,
Updated_Mpro_data_1310_0,Mpro-protein,-6.295509,
Updated_Mpro_data_1378_0,Mpro-protein,-7.242452,
Updated_Mpro_data_2483_0,Mpro-protein,-5.807384,
Updated_Mpro_data_1470_0,Mpro-protein,-4.943113,
Updated_Mpro_data_1689_0,Mpro-protein,-6.773364,
Updated_Mpro_data_637_0,Mpro-protein,-8.025444,
Updated_Mpro_data_2459_0,Mpro-protein,-5.062914,
Updated_Mpro_data_1429_0,Mpro-protein,-3.839185,
Updated_Mpro_data_2186_0,Mpro-protein,-8.457241,
Updated_Mpro_data_1484_0,Mpro-protein,-7.171993,
Updated_Mpro_data_2469_0,Mpro-protein,-8.841196,
Updated_Mpro_data_1694_0,Mpro-protein,-6.714794,
Updated_Mpro_data_707_0,Mpro-protein,-8.338086,
Updated_Mpro_data_1872_0,Mpro-protein,-7.046483,
Updated_Mpro_data_1955_0,Mpro-protein,-4.229661,
Updated_Mpro_data_2575_0,Mpro-protein,-9.082318,
Updated_Mpro_data_1237_0,Mpro-protein,-5.999645,
Updated_Mpro_data_132_0,Mpro-protein,-2.611139,
Updated_Mpro_data_1964_0,Mpro-protein,-7.947856,
Updated_Mpro_data_450_0,Mpro-protein,-6.158339,
Updated_Mpro_data_1221_0,Mpro-protein,-7.837194,
Updated_Mpro_data_1325_0,Mpro-protein,-2.482656,
Updated_Mpro_data_1234_0,Mpro-protein,-6.495707,
Updated_Mpro_data_2311_0,Mpro-protein,-6.120347,
Updated_Mpro_data_2426_0,Mpro-protein,-4.822861,
Updated_Mpro_data_1516_0,Mpro-protein,-6.495768,
Updated_Mpro_data_1220_0,Mpro-protein,-8.290411,
Updated_Mpro_data_1986_0,Mpro-protein,-6.297261,
Updated_Mpro_data_1825_0,Mpro-protein,-7.119793,
Updated_Mpro_data_1890_0,Mpro-protein,-7.855035,
Updated_Mpro_data_2409_0,Mpro-protein,-5.015962,
Updated_Mpro_data_219_0,Mpro-protein,-6.102583,
Updated_Mpro_data_615_0,Mpro-protein,-8.628601,
Updated_Mpro_data_332_0,Mpro-protein,-4.837521,
Updated_Mpro_data_1212_0,Mpro-protein,-6.174247,
Updated_Mpro_data_2300_0,Mpro-protein,-6.782928,
Updated_Mpro_data_763_0,Mpro-protein,-4.843466,
Updated_Mpro_data_517_0,Mpro-protein,-7.300589,
Updated_Mpro_data_34_0,Mpro-protein,-4.067774,
Updated_Mpro_data_122_0,Mpro-protein,-6.603276,
Updated_Mpro_data_1717_0,Mpro-protein,-8.506589,
Updated_Mpro_data_1570_0,Mpro-protein,-6.787598,
Updated_Mpro_data_109_0,Mpro-protein,-3.82595,
Updated_Mpro_data_897_0,Mpro-protein,-6.243812,
Updated_Mpro_data_2471_0,Mpro-protein,-5.128593,
Updated_Mpro_data_2442_0,Mpro-protein,-6.537264,
Updated_Mpro_data_2142_0,Mpro-protein,-3.77707,
Updated_Mpro_data_867_0,Mpro-protein,-7.028962,
Updated_Mpro_data_81_0,Mpro-protein,-3.497211,
Updated_Mpro_data_2410_0,Mpro-protein,-6.01723,
Updated_Mpro_data_1249_0,Mpro-protein,-6.387085,
Updated_Mpro_data_1254_0,Mpro-protein,-7.10816,
Updated_Mpro_data_238_0,Mpro-protein,-5.008747,
Updated_Mpro_data_1510_0,Mpro-protein,-4.492882,
Updated_Mpro_data_2553_0,Mpro-protein,-6.888245,
Updated_Mpro_data_270_0,Mpro-protein,-2.330468,
Updated_Mpro_data_2086_0,Mpro-protein,-7.615502,
Updated_Mpro_data_591_0,Mpro-protein,-3.977,
Updated_Mpro_data_525_0,Mpro-protein,-4.079959,
Updated_Mpro_data_343_0,Mpro-protein,-4.673273,
Updated_Mpro_data_2494_0,Mpro-protein,-5.125477,
Updated_Mpro_data_1244_0,Mpro-protein,-5.826215,
Updated_Mpro_data_768_0,Mpro-protein,-9.342813,
Updated_Mpro_data_1963_0,Mpro-protein,-7.241818,
Updated_Mpro_data_1095_0,Mpro-protein,-5.526026,
Updated_Mpro_data_1493_0,Mpro-protein,-5.470744,
Updated_Mpro_data_2009_0,Mpro-protein,-8.432401,
Updated_Mpro_data_186_0,Mpro-protein,-5.921565,
Updated_Mpro_data_1405_0,Mpro-protein,-7.159703,
Updated_Mpro_data_1952_0,Mpro-protein,-5.26525,
Updated_Mpro_data_584_0,Mpro-protein,-5.78009,
Updated_Mpro_data_1988_0,Mpro-protein,-4.442053,
Updated_Mpro_data_416_0,Mpro-protein,-7.189303,
Updated_Mpro_data_18_0,Mpro-protein,-4.624661,
Updated_Mpro_data_1505_0,Mpro-protein,-4.47754,
Updated_Mpro_data_957_0,Mpro-protein,-5.94308,
Updated_Mpro_data_445_0,Mpro-protein,-6.766105,
Updated_Mpro_data_696_0,Mpro-protein,-5.416299,
Updated_Mpro_data_2258_0,Mpro-protein,-6.197036,
Updated_Mpro_data_2040_0,Mpro-protein,-2.481047,
Updated_Mpro_data_1767_0,Mpro-protein,-4.089799,
Updated_Mpro_data_1979_0,Mpro-protein,-5.445503,
Updated_Mpro_data_2150_0,Mpro-protein,-0.275475,
Updated_Mpro_data_1651_0,Mpro-protein,-6.685467,
Updated_Mpro_data_1898_0,Mpro-protein,-7.305014,
Updated_Mpro_data_1003_0,Mpro-protein,-6.768728,
Updated_Mpro_data_2610_0,Mpro-protein,-7.674505,
Updated_Mpro_data_1864_0,Mpro-protein,-7.155084,
Updated_Mpro_data_1631_0,Mpro-protein,-8.201981,
Updated_Mpro_data_1039_0,Mpro-protein,-1.280049,
Updated_Mpro_data_742_0,Mpro-protein,-6.180338,
Updated_Mpro_data_1918_0,Mpro-protein,-4.42167,
Updated_Mpro_data_2063_0,Mpro-protein,-8.832887,
Updated_Mpro_data_2180_0,Mpro-protein,-4.732807,
Updated_Mpro_data_734_0,Mpro-protein,-7.450476,
Updated_Mpro_data_1599_0,Mpro-protein,-7.075497,
Updated_Mpro_data_1313_0,Mpro-protein,-6.663711,
Updated_Mpro_data_78_0,Mpro-protein,-8.401737,
Updated_Mpro_data_168_0,Mpro-protein,-7.184514,
Updated_Mpro_data_2182_0,Mpro-protein,-8.731647,
Updated_Mpro_data_911_0,Mpro-protein,-5.765098,
Updated_Mpro_data_987_0,Mpro-protein,-6.236897,
Updated_Mpro_data_1785_0,Mpro-protein,-6.353978,
Updated_Mpro_data_1718_0,Mpro-protein,-8.795294,
Updated_Mpro_data_300_0,Mpro-protein,-5.456285,
Updated_Mpro_data_1057_0,Mpro-protein,-7.217337,
Updated_Mpro_data_2453_0,Mpro-protein,-8.387844,
Updated_Mpro_data_1193_0,Mpro-protein,-9.054734,
Updated_Mpro_data_2495_0,Mpro-protein,-6.14267,
Updated_Mpro_data_269_0,Mpro-protein,-2.640193,
Updated_Mpro_data_1861_0,Mpro-protein,-7.238558,
Updated_Mpro_data_2406_0,Mpro-protein,-6.372067,
Updated_Mpro_data_1916_0,Mpro-protein,-7.628607,
Updated_Mpro_data_221_0,Mpro-protein,-4.314789,
Updated_Mpro_data_1563_0,Mpro-protein,-7.005362,
Updated_Mpro_data_790_0,Mpro-protein,-6.225925,
Updated_Mpro_data_376_0,Mpro-protein,-6.750318,
Updated_Mpro_data_2057_0,Mpro-protein,-7.307109,
Updated_Mpro_data_674_0,Mpro-protein,-5.148499,
Updated_Mpro_data_631_0,Mpro-protein,-7.298588,
Updated_Mpro_data_2368_0,Mpro-protein,-6.526448,
Updated_Mpro_data_2659_0,Mpro-protein,-7.444183,
Updated_Mpro_data_1896_0,Mpro-protein,-6.188976,
Updated_Mpro_data_1672_0,Mpro-protein,-6.248567,
Updated_Mpro_data_1065_0,Mpro-protein,-7.369951,
Updated_Mpro_data_1601_0,Mpro-protein,-6.190821,
Updated_Mpro_data_500_0,Mpro-protein,-6.182183,
Updated_Mpro_data_198_0,Mpro-protein,-3.668911,
Updated_Mpro_data_403_0,Mpro-protein,-6.132957,
Updated_Mpro_data_187_0,Mpro-protein,-3.178205,
Updated_Mpro_data_1657_0,Mpro-protein,-7.377131,
Updated_Mpro_data_1602_0,Mpro-protein,-7.06481,
Updated_Mpro_data_865_0,Mpro-protein,-5.170723,
Updated_Mpro_data_545_0,Mpro-protein,-2.71239,
Updated_Mpro_data_2510_0,Mpro-protein,-7.676452,
Updated_Mpro_data_2676_0,Mpro-protein,-9.045707,
Updated_Mpro_data_1334_0,Mpro-protein,-7.982787,
Updated_Mpro_data_82_0,Mpro-protein,-5.319054,
Updated_Mpro_data_2560_0,Mpro-protein,-7.658636,
Updated_Mpro_data_1925_0,Mpro-protein,-7.113512,
Updated_Mpro_data_2638_0,Mpro-protein,-7.295011,
Updated_Mpro_data_2732_0,Mpro-protein,-4.819117,
Updated_Mpro_data_1504_0,Mpro-protein,-5.854904,
Updated_Mpro_data_636_0,Mpro-protein,-8.577619,
Updated_Mpro_data_336_0,Mpro-protein,-5.294686,
Updated_Mpro_data_1013_0,Mpro-protein,-6.593147,
Updated_Mpro_data_592_0,Mpro-protein,-1.956394,
Updated_Mpro_data_1701_0,Mpro-protein,-7.365805,
Updated_Mpro_data_277_0,Mpro-protein,-4.629506,
Updated_Mpro_data_2248_0,Mpro-protein,-5.116515,
Updated_Mpro_data_1369_0,Mpro-protein,-7.267527,
Updated_Mpro_data_323_0,Mpro-protein,-9.445443,
Updated_Mpro_data_2050_0,Mpro-protein,-5.789645,
Updated_Mpro_data_1812_0,Mpro-protein,-5.632316,
Updated_Mpro_data_39_0,Mpro-protein,-1.550028,
Updated_Mpro_data_341_0,Mpro-protein,-8.827203,
Updated_Mpro_data_1153_0,Mpro-protein,-9.007145,
Updated_Mpro_data_413_0,Mpro-protein,-6.673462,
Updated_Mpro_data_2692_0,Mpro-protein,-8.184308,
Updated_Mpro_data_670_0,Mpro-protein,-4.188365,
Updated_Mpro_data_306_0,Mpro-protein,-5.800595,
Updated_Mpro_data_2159_0,Mpro-protein,-8.029442,
Updated_Mpro_data_2440_0,Mpro-protein,-9.606043,
Updated_Mpro_data_2115_0,Mpro-protein,-7.180834,
Updated_Mpro_data_447_0,Mpro-protein,-5.470403,
Updated_Mpro_data_2568_0,Mpro-protein,-7.598691,
Updated_Mpro_data_504_0,Mpro-protein,-4.706063,
Updated_Mpro_data_1140_0,Mpro-protein,-10.061714,
Updated_Mpro_data_1108_0,Mpro-protein,-5.229104,
Updated_Mpro_data_2657_0,Mpro-protein,-6.91549,
Updated_Mpro_data_1411_0,Mpro-protein,-7.544849,
Updated_Mpro_data_264_0,Mpro-protein,-4.766956,
Updated_Mpro_data_1344_0,Mpro-protein,-7.916713,
Updated_Mpro_data_916_0,Mpro-protein,-9.497079,
Updated_Mpro_data_2624_0,Mpro-protein,-9.414828,
Updated_Mpro_data_2402_0,Mpro-protein,-6.827301,
Updated_Mpro_data_603_0,Mpro-protein,-5.141158,
Updated_Mpro_data_665_0,Mpro-protein,-8.468747,
Updated_Mpro_data_1683_0,Mpro-protein,-8.149219,
Updated_Mpro_data_690_0,Mpro-protein,-8.418695,
Updated_Mpro_data_1448_0,Mpro-protein,-6.182185,
Updated_Mpro_data_1502_0,Mpro-protein,-5.206722,
Updated_Mpro_data_1408_0,Mpro-protein,-7.423566,
Updated_Mpro_data_2686_0,Mpro-protein,-7.124731,
Updated_Mpro_data_1114_0,Mpro-protein,-6.892785,
Updated_Mpro_data_1143_0,Mpro-protein,-9.204832,
Updated_Mpro_data_800_0,Mpro-protein,-8.798924,
Updated_Mpro_data_559_0,Mpro-protein,-6.288596,
Updated_Mpro_data_892_0,Mpro-protein,-3.180563,
Updated_Mpro_data_1001_0,Mpro-protein,-7.755689,
Updated_Mpro_data_1434_0,Mpro-protein,-8.294378,
Updated_Mpro_data_1748_0,Mpro-protein,-0.424152,
Updated_Mpro_data_431_0,Mpro-protein,4.658403,
Updated_Mpro_data_1669_0,Mpro-protein,-7.690248,
Updated_Mpro_data_2489_0,Mpro-protein,-5.243907,
Updated_Mpro_data_2084_0,Mpro-protein,-8.912422,
Updated_Mpro_data_553_0,Mpro-protein,-5.130599,
Updated_Mpro_data_958_0,Mpro-protein,-8.928308,
Updated_Mpro_data_1231_0,Mpro-protein,-7.964987,
Updated_Mpro_data_2068_0,Mpro-protein,-5.083181,
Updated_Mpro_data_777_0,Mpro-protein,-6.72401,
Updated_Mpro_data_2572_0,Mpro-protein,-5.665017,
Updated_Mpro_data_1704_0,Mpro-protein,-2.610376,
Updated_Mpro_data_1211_0,Mpro-protein,-6.586545,
Updated_Mpro_data_1096_0,Mpro-protein,-7.640403,
Updated_Mpro_data_738_0,Mpro-protein,-5.517513,
Updated_Mpro_data_2251_0,Mpro-protein,-9.444688,
Updated_Mpro_data_1159_0,Mpro-protein,-10.013993,
Updated_Mpro_data_845_0,Mpro-protein,-8.075247,
Updated_Mpro_data_2065_0,Mpro-protein,-6.625274,
Updated_Mpro_data_1580_0,Mpro-protein,-6.34168,
Updated_Mpro_data_1042_0,Mpro-protein,-6.902536,
Updated_Mpro_data_574_0,Mpro-protein,-7.128802,
Updated_Mpro_data_1040_0,Mpro-protein,-6.357399,
Updated_Mpro_data_1410_0,Mpro-protein,-8.210596,
Updated_Mpro_data_2265_0,Mpro-protein,-7.735967,
Updated_Mpro_data_2354_0,Mpro-protein,-7.825503,
Updated_Mpro_data_2269_0,Mpro-protein,-6.532551,
Updated_Mpro_data_1267_0,Mpro-protein,-6.127481,
Updated_Mpro_data_1515_0,Mpro-protein,1.796277,
Updated_Mpro_data_2703_0,Mpro-protein,-6.923651,
Updated_Mpro_data_1731_0,Mpro-protein,-8.006422,
Updated_Mpro_data_117_0,Mpro-protein,-4.035774,
Updated_Mpro_data_2566_0,Mpro-protein,-9.043627,
Updated_Mpro_data_659_0,Mpro-protein,-5.452013,
Updated_Mpro_data_2060_0,Mpro-protein,-4.586659,
Updated_Mpro_data_108_0,Mpro-protein,-4.056762,
Updated_Mpro_data_1798_0,Mpro-protein,-7.044497,
Updated_Mpro_data_65_0,Mpro-protein,-3.925945,
Updated_Mpro_data_316_0,Mpro-protein,-6.719098,
Updated_Mpro_data_285_0,Mpro-protein,-4.688809,
Updated_Mpro_data_2653_0,Mpro-protein,-7.148814,
Updated_Mpro_data_1444_0,Mpro-protein,-7.997183,
Updated_Mpro_data_1584_0,Mpro-protein,-4.535662,
Updated_Mpro_data_2164_0,Mpro-protein,-6.884917,
Updated_Mpro_data_2224_0,Mpro-protein,-0.036391,
Updated_Mpro_data_258_0,Mpro-protein,-7.960963,
Updated_Mpro_data_489_0,Mpro-protein,-3.979234,
Updated_Mpro_data_1085_0,Mpro-protein,-1.073569,
Updated_Mpro_data_292_0,Mpro-protein,-8.925825,
Updated_Mpro_data_1175_0,Mpro-protein,-6.635769,
Updated_Mpro_data_204_0,Mpro-protein,-4.070877,
Updated_Mpro_data_473_0,Mpro-protein,-6.013289,
Updated_Mpro_data_1349_0,Mpro-protein,-8.020868,
Updated_Mpro_data_1638_0,Mpro-protein,-7.139888,
Updated_Mpro_data_2119_0,Mpro-protein,-6.726877,
Updated_Mpro_data_1654_0,Mpro-protein,-7.384214,
Updated_Mpro_data_1562_0,Mpro-protein,-6.787636,
Updated_Mpro_data_1358_0,Mpro-protein,-7.109402,
Updated_Mpro_data_804_0,Mpro-protein,-6.611012,
Updated_Mpro_data_2197_0,Mpro-protein,-7.9339,
Updated_Mpro_data_1079_0,Mpro-protein,-8.477923,
Updated_Mpro_data_2710_0,Mpro-protein,-7.973243,
Updated_Mpro_data_1962_0,Mpro-protein,-2.660205,
Updated_Mpro_data_1987_0,Mpro-protein,-4.988346,
Updated_Mpro_data_825_0,Mpro-protein,0.440929,
Updated_Mpro_data_2379_0,Mpro-protein,-7.254387,
Updated_Mpro_data_578_0,Mpro-protein,-10.060984,
Updated_Mpro_data_1765_0,Mpro-protein,-6.493316,
Updated_Mpro_data_1856_0,Mpro-protein,-3.878073,
Updated_Mpro_data_954_0,Mpro-protein,-5.993509,
Updated_Mpro_data_1831_0,Mpro-protein,-3.098057,
Updated_Mpro_data_1722_0,Mpro-protein,-7.033343,
Updated_Mpro_data_999_0,Mpro-protein,-6.887924,
Updated_Mpro_data_64_0,Mpro-protein,-5.358348,
Updated_Mpro_data_988_0,Mpro-protein,-5.045932,
Updated_Mpro_data_1150_0,Mpro-protein,-9.502257,
Updated_Mpro_data_649_0,Mpro-protein,-6.037131,
Updated_Mpro_data_2349_0,Mpro-protein,-9.509768,
Updated_Mpro_data_355_0,Mpro-protein,-4.735612,
Updated_Mpro_data_1548_0,Mpro-protein,-8.012564,
Updated_Mpro_data_2432_0,Mpro-protein,-6.207157,
Updated_Mpro_data_2029_0,Mpro-protein,-6.022843,
Updated_Mpro_data_1948_0,Mpro-protein,-5.664002,
Updated_Mpro_data_1990_0,Mpro-protein,-6.257605,
Updated_Mpro_data_1821_0,Mpro-protein,-4.525744,
Updated_Mpro_data_2516_0,Mpro-protein,-8.089822,
Updated_Mpro_data_2425_0,Mpro-protein,-7.026671,
Updated_Mpro_data_1105_0,Mpro-protein,-5.374958,
Updated_Mpro_data_1454_0,Mpro-protein,-3.764252,
Updated_Mpro_data_1045_0,Mpro-protein,-5.680609,
Updated_Mpro_data_2320_0,Mpro-protein,-6.949001,
Updated_Mpro_data_2157_0,Mpro-protein,-7.206743,
Updated_Mpro_data_1555_0,Mpro-protein,-7.96895,
Updated_Mpro_data_51_0,Mpro-protein,-7.267838,
Updated_Mpro_data_1183_0,Mpro-protein,-8.039133,
Updated_Mpro_data_48_0,Mpro-protein,-9.242739,
Updated_Mpro_data_1393_0,Mpro-protein,-3.006078,
Updated_Mpro_data_1625_0,Mpro-protein,-8.372434,
Updated_Mpro_data_1843_0,Mpro-protein,-5.755133,
Updated_Mpro_data_1077_0,Mpro-protein,-5.783162,
Updated_Mpro_data_1453_0,Mpro-protein,-6.144516,
Updated_Mpro_data_0_0,Mpro-protein,-7.248037,
Updated_Mpro_data_2032_0,Mpro-protein,-4.528927,
Updated_Mpro_data_1091_0,Mpro-protein,-7.572491,
Updated_Mpro_data_2688_0,Mpro-protein,-7.992983,
Updated_Mpro_data_1154_0,Mpro-protein,-7.035441,
Updated_Mpro_data_2288_0,Mpro-protein,-6.957438,
Updated_Mpro_data_1174_0,Mpro-protein,-4.538822,
Updated_Mpro_data_882_0,Mpro-protein,-5.024299,
Updated_Mpro_data_1401_0,Mpro-protein,-5.468298,
Updated_Mpro_data_2415_0,Mpro-protein,-5.136024,
Updated_Mpro_data_430_0,Mpro-protein,-5.756259,
Updated_Mpro_data_369_0,Mpro-protein,-8.57143,
Updated_Mpro_data_280_0,Mpro-protein,-1.074297,
Updated_Mpro_data_319_0,Mpro-protein,-2.985337,
Updated_Mpro_data_695_0,Mpro-protein,-8.116623,
Updated_Mpro_data_1035_0,Mpro-protein,-6.022588,
Updated_Mpro_data_502_0,Mpro-protein,-5.431115,
Updated_Mpro_data_136_0,Mpro-protein,-4.500849,
Updated_Mpro_data_1068_0,Mpro-protein,-2.652345,
Updated_Mpro_data_2062_0,Mpro-protein,-5.685834,
Updated_Mpro_data_2668_0,Mpro-protein,-9.363295,
Updated_Mpro_data_477_0,Mpro-protein,-0.997078,
Updated_Mpro_data_873_0,Mpro-protein,-3.159146,
Updated_Mpro_data_534_0,Mpro-protein,-5.202179,
Updated_Mpro_data_718_0,Mpro-protein,-6.870338,
Updated_Mpro_data_2645_0,Mpro-protein,-6.439882,
Updated_Mpro_data_194_0,Mpro-protein,-3.404552,
Updated_Mpro_data_1527_0,Mpro-protein,-2.926649,
Updated_Mpro_data_1847_0,Mpro-protein,-2.769603,
Updated_Mpro_data_2479_0,Mpro-protein,-5.442055,
Updated_Mpro_data_90_0,Mpro-protein,-5.209124,
Updated_Mpro_data_2420_0,Mpro-protein,-8.109716,
Updated_Mpro_data_338_0,Mpro-protein,-5.428023,
Updated_Mpro_data_2501_0,Mpro-protein,-6.963471,
Updated_Mpro_data_2721_0,Mpro-protein,-8.768128,
Updated_Mpro_data_520_0,Mpro-protein,-8.447436,
Updated_Mpro_data_281_0,Mpro-protein,-0.856011,
Updated_Mpro_data_816_0,Mpro-protein,-6.785613,
Updated_Mpro_data_458_0,Mpro-protein,-5.439941,
Updated_Mpro_data_1620_0,Mpro-protein,-5.117536,
Updated_Mpro_data_1111_0,Mpro-protein,-5.122736,
Updated_Mpro_data_2545_0,Mpro-protein,-7.100763,
Updated_Mpro_data_1751_0,Mpro-protein,-5.030971,
Updated_Mpro_data_530_0,Mpro-protein,-6.512894,
Updated_Mpro_data_2178_0,Mpro-protein,-6.130781,
Updated_Mpro_data_1217_0,Mpro-protein,-5.312221,
Updated_Mpro_data_2296_0,Mpro-protein,-6.948228,
Updated_Mpro_data_1317_0,Mpro-protein,-6.638704,
Updated_Mpro_data_476_0,Mpro-protein,-3.068157,
Updated_Mpro_data_1028_0,Mpro-protein,-7.633717,
Updated_Mpro_data_1292_0,Mpro-protein,-5.802818,
Updated_Mpro_data_737_0,Mpro-protein,-5.379196,
Updated_Mpro_data_626_0,Mpro-protein,-1.611061,
Updated_Mpro_data_750_0,Mpro-protein,-7.464811,
Updated_Mpro_data_2631_0,Mpro-protein,-4.392367,
Updated_Mpro_data_556_0,Mpro-protein,-5.436396,
Updated_Mpro_data_1519_0,Mpro-protein,-5.857095,
Updated_Mpro_data_2294_0,Mpro-protein,-7.816797,
Updated_Mpro_data_1740_0,Mpro-protein,-6.914508,
Updated_Mpro_data_449_0,Mpro-protein,-5.62579,
Updated_Mpro_data_2673_0,Mpro-protein,-6.999026,
Updated_Mpro_data_101_0,Mpro-protein,-3.995618,
Updated_Mpro_data_1299_0,Mpro-protein,-7.92874,
Updated_Mpro_data_124_0,Mpro-protein,-4.678876,
Updated_Mpro_data_937_0,Mpro-protein,-5.643488,
Updated_Mpro_data_1306_0,Mpro-protein,-7.101229,
Updated_Mpro_data_305_0,Mpro-protein,-5.14393,
Updated_Mpro_data_1026_0,Mpro-protein,-4.223608,
Updated_Mpro_data_1954_0,Mpro-protein,-8.66018,
Updated_Mpro_data_106_0,Mpro-protein,-4.543307,
Updated_Mpro_data_2711_0,Mpro-protein,-8.477365,
Updated_Mpro_data_697_0,Mpro-protein,-6.090649,
Updated_Mpro_data_752_0,Mpro-protein,-6.865281,
Updated_Mpro_data_2656_0,Mpro-protein,-5.998198,
Updated_Mpro_data_482_0,Mpro-protein,-8.414066,
Updated_Mpro_data_1611_0,Mpro-protein,-5.626104,
Updated_Mpro_data_123_0,Mpro-protein,-3.392848,
Updated_Mpro_data_1588_0,Mpro-protein,-5.316862,
Updated_Mpro_data_1968_0,Mpro-protein,-8.114143,
Updated_Mpro_data_1937_0,Mpro-protein,-3.811376,
Updated_Mpro_data_1609_0,Mpro-protein,-7.215584,
Updated_Mpro_data_1189_0,Mpro-protein,-8.304499,
Updated_Mpro_data_1312_0,Mpro-protein,-6.980924,
Updated_Mpro_data_1540_0,Mpro-protein,-7.741707,
Updated_Mpro_data_115_0,Mpro-protein,-6.773066,
Updated_Mpro_data_2227_0,Mpro-protein,-0.830567,
Updated_Mpro_data_103_0,Mpro-protein,-2.158096,
Updated_Mpro_data_1157_0,Mpro-protein,-8.004707,
Updated_Mpro_data_1072_0,Mpro-protein,-7.590517,
Updated_Mpro_data_642_0,Mpro-protein,-5.938054,
Updated_Mpro_data_2365_0,Mpro-protein,-5.691648,
Updated_Mpro_data_1307_0,Mpro-protein,-7.594686,
Updated_Mpro_data_2234_0,Mpro-protein,-4.460208,
Updated_Mpro_data_1894_0,Mpro-protein,-6.88675,
Updated_Mpro_data_331_0,Mpro-protein,-1.018701,
Updated_Mpro_data_2105_0,Mpro-protein,-6.67091,
Updated_Mpro_data_981_0,Mpro-protein,-8.43754,
Updated_Mpro_data_926_0,Mpro-protein,-9.31386,
Updated_Mpro_data_666_0,Mpro-protein,-5.721257,
Updated_Mpro_data_727_0,Mpro-protein,-4.655026,
Updated_Mpro_data_454_0,Mpro-protein,-3.311949,
Updated_Mpro_data_149_0,Mpro-protein,-4.366853,
Updated_Mpro_data_1972_0,Mpro-protein,-6.93332,
Updated_Mpro_data_1559_0,Mpro-protein,-6.435613,
Updated_Mpro_data_1875_0,Mpro-protein,-4.532487,
Updated_Mpro_data_2314_0,Mpro-protein,-9.101006,
Updated_Mpro_data_1913_0,Mpro-protein,-6.675128,
Updated_Mpro_data_1984_0,Mpro-protein,-4.5678,
Updated_Mpro_data_155_0,Mpro-protein,-2.287664,
Updated_Mpro_data_1144_0,Mpro-protein,-9.792263,
Updated_Mpro_data_2691_0,Mpro-protein,-6.981441,
Updated_Mpro_data_1766_0,Mpro-protein,-4.376963,
Updated_Mpro_data_2095_0,Mpro-protein,-8.101886,
Updated_Mpro_data_512_0,Mpro-protein,-7.417071,
Updated_Mpro_data_2521_0,Mpro-protein,-8.2136,
Updated_Mpro_data_1353_0,Mpro-protein,-6.013446,
Updated_Mpro_data_875_0,Mpro-protein,-4.569682,
Updated_Mpro_data_59_0,Mpro-protein,-7.564926,
Updated_Mpro_data_31_0,Mpro-protein,-5.492404,
Updated_Mpro_data_1278_0,Mpro-protein,-6.53534,
Updated_Mpro_data_397_0,Mpro-protein,-5.845148,
Updated_Mpro_data_2331_0,Mpro-protein,-6.030602,
Updated_Mpro_data_1412_0,Mpro-protein,-7.877171,
Updated_Mpro_data_2250_0,Mpro-protein,-7.324221,
Updated_Mpro_data_1557_0,Mpro-protein,-8.841332,
Updated_Mpro_data_2419_0,Mpro-protein,-7.75945,
Updated_Mpro_data_962_0,Mpro-protein,-1.025032,
Updated_Mpro_data_1854_0,Mpro-protein,-6.339128,
Updated_Mpro_data_2361_0,Mpro-protein,-7.025453,
Updated_Mpro_data_2465_0,Mpro-protein,-8.180882,
Updated_Mpro_data_714_0,Mpro-protein,-4.478871,
Updated_Mpro_data_1297_0,Mpro-protein,-7.8439,
Updated_Mpro_data_1472_0,Mpro-protein,-5.12583,
Updated_Mpro_data_2208_0,Mpro-protein,-7.099809,
