ligand_name,protein_name,computed_dG,error_message
Updated_Mpro_data_82_0,Mpro-protein,-5.237285,
Updated_Mpro_data_2378_0,Mpro-protein,-6.610215,
Updated_Mpro_data_2378_0,Mpro-protein,-6.669103,
Updated_Mpro_data_132_0,Mpro-protein,-2.611135,
Updated_Mpro_data_132_0,Mpro-protein,-3.70619,
Updated_Mpro_data_1003_0,Mpro-protein,-6.768728,
Updated_Mpro_data_1003_0,Mpro-protein,-6.768728,
Updated_Mpro_data_509_0,Mpro-protein,-4.962737,
Updated_Mpro_data_509_0,Mpro-protein,-5.093948,
Updated_Mpro_data_159_0,Mpro-protein,-2.327925,
Updated_Mpro_data_159_0,Mpro-protein,-2.242563,
Updated_Mpro_data_1447_0,Mpro-protein,0.953732,
Updated_Mpro_data_1447_0,Mpro-protein,0.744696,
Updated_Mpro_data_1331_0,Mpro-protein,-8.021314,
Updated_Mpro_data_1331_0,Mpro-protein,-8.04899,
Updated_Mpro_data_1770_0,Mpro-protein,-4.51168,
Updated_Mpro_data_1770_0,Mpro-protein,-4.609094,
Updated_Mpro_data_1426_0,Mpro-protein,-6.515935,
Updated_Mpro_data_1426_0,Mpro-protein,-6.266085,
Updated_Mpro_data_34_0,Mpro-protein,-4.067774,
Updated_Mpro_data_34_0,Mpro-protein,-4.001611,
Updated_Mpro_data_1433_0,Mpro-protein,-5.983613,
Updated_Mpro_data_1433_0,Mpro-protein,-6.137659,
Updated_Mpro_data_785_0,Mpro-protein,-5.084217,
Updated_Mpro_data_785_0,Mpro-protein,-5.048825,
Updated_Mpro_data_522_0,Mpro-protein,-6.65816,
Updated_Mpro_data_522_0,Mpro-protein,-6.700015,
Updated_Mpro_data_731_0,Mpro-protein,-4.624717,
Updated_Mpro_data_731_0,Mpro-protein,-4.689695,
Updated_Mpro_data_536_0,Mpro-protein,-6.676911,
Updated_Mpro_data_536_0,Mpro-protein,-6.301687,
Updated_Mpro_data_1268_0,Mpro-protein,-5.950365,
Updated_Mpro_data_1268_0,Mpro-protein,-5.949223,
Updated_Mpro_data_1050_0,Mpro-protein,-5.557274,
Updated_Mpro_data_1050_0,Mpro-protein,-4.576671,
Updated_Mpro_data_2131_0,Mpro-protein,-9.0322,
Updated_Mpro_data_2131_0,Mpro-protein,-8.892183,
Updated_Mpro_data_1737_0,Mpro-protein,-6.891945,
Updated_Mpro_data_1737_0,Mpro-protein,-6.76457,
Updated_Mpro_data_746_0,Mpro-protein,-7.75457,
Updated_Mpro_data_746_0,Mpro-protein,-7.335145,
Updated_Mpro_data_888_0,Mpro-protein,-7.006508,
Updated_Mpro_data_888_0,Mpro-protein,-7.065609,
Updated_Mpro_data_2261_0,Mpro-protein,-6.556299,
Updated_Mpro_data_2261_0,Mpro-protein,-6.561314,
Updated_Mpro_data_794_0,Mpro-protein,0.235118,
Updated_Mpro_data_794_0,Mpro-protein,0.534399,
Updated_Mpro_data_2512_0,Mpro-protein,-6.785621,
Updated_Mpro_data_2512_0,Mpro-protein,-6.77555,
Updated_Mpro_data_738_0,Mpro-protein,-5.517503,
Updated_Mpro_data_738_0,Mpro-protein,-5.517503,
Updated_Mpro_data_148_0,Mpro-protein,-5.14233,
Updated_Mpro_data_148_0,Mpro-protein,-5.225306,
Updated_Mpro_data_1215_0,Mpro-protein,-6.200063,
Updated_Mpro_data_1215_0,Mpro-protein,-6.52511,
Updated_Mpro_data_758_0,Mpro-protein,-6.016464,
Updated_Mpro_data_758_0,Mpro-protein,-6.606647,
Updated_Mpro_data_1376_0,Mpro-protein,-6.030097,
Updated_Mpro_data_1376_0,Mpro-protein,-5.891807,
Updated_Mpro_data_151_0,Mpro-protein,-4.74245,
Updated_Mpro_data_151_0,Mpro-protein,-4.507943,
Updated_Mpro_data_2700_0,Mpro-protein,-6.935195,
Updated_Mpro_data_2700_0,Mpro-protein,-6.757772,
Updated_Mpro_data_378_0,Mpro-protein,-4.429749,
Updated_Mpro_data_378_0,Mpro-protein,-4.792356,
Updated_Mpro_data_217_0,Mpro-protein,-8.235479,
Updated_Mpro_data_217_0,Mpro-protein,-7.792905,
Updated_Mpro_data_1341_0,Mpro-protein,-9.986687,
Updated_Mpro_data_1341_0,Mpro-protein,-9.865829,
Updated_Mpro_data_2601_0,Mpro-protein,-7.619851,
Updated_Mpro_data_2601_0,Mpro-protein,-7.809177,
Updated_Mpro_data_703_0,Mpro-protein,-6.001124,
Updated_Mpro_data_703_0,Mpro-protein,-5.970638,
Updated_Mpro_data_1491_0,Mpro-protein,-4.975976,
Updated_Mpro_data_1491_0,Mpro-protein,-4.975976,
Updated_Mpro_data_569_0,Mpro-protein,-6.667964,
Updated_Mpro_data_569_0,Mpro-protein,-6.82927,
Updated_Mpro_data_914_0,Mpro-protein,-4.387774,
Updated_Mpro_data_914_0,Mpro-protein,-1.042783,
Updated_Mpro_data_2032_0,Mpro-protein,-4.528927,
Updated_Mpro_data_2032_0,Mpro-protein,-4.528928,
Updated_Mpro_data_1649_0,Mpro-protein,-7.970644,
Updated_Mpro_data_1649_0,Mpro-protein,-7.818714,
Updated_Mpro_data_1089_0,Mpro-protein,-5.322956,
Updated_Mpro_data_1089_0,Mpro-protein,-5.839039,
Updated_Mpro_data_805_0,Mpro-protein,-7.190965,
Updated_Mpro_data_805_0,Mpro-protein,-7.370718,
Updated_Mpro_data_757_0,Mpro-protein,-1.843749,
Updated_Mpro_data_757_0,Mpro-protein,-5.209682,
Updated_Mpro_data_386_0,Mpro-protein,-4.906232,
Updated_Mpro_data_386_0,Mpro-protein,-5.024492,
Updated_Mpro_data_2412_0,Mpro-protein,-7.402637,
Updated_Mpro_data_2412_0,Mpro-protein,-7.265658,
Updated_Mpro_data_1142_0,Mpro-protein,-8.929163,
Updated_Mpro_data_1142_0,Mpro-protein,-9.068703,
Updated_Mpro_data_2335_0,Mpro-protein,-7.702631,
Updated_Mpro_data_2335_0,Mpro-protein,-7.343523,
Updated_Mpro_data_2085_0,Mpro-protein,-7.05141,
Updated_Mpro_data_2085_0,Mpro-protein,-7.315906,
Updated_Mpro_data_321_0,Mpro-protein,-2.890717,
Updated_Mpro_data_321_0,Mpro-protein,-2.924849,
Updated_Mpro_data_1997.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_Updated_Mpro_data_1997_docked.sdf
Updated_Mpro_data_958_0,Mpro-protein,-8.928308,
Updated_Mpro_data_958_0,Mpro-protein,-8.781042,
Updated_Mpro_data_1343_0,Mpro-protein,-7.946803,
Updated_Mpro_data_1343_0,Mpro-protein,-7.965385,
Updated_Mpro_data_2050_0,Mpro-protein,-5.789642,
Updated_Mpro_data_2050_0,Mpro-protein,-5.891835,
Updated_Mpro_data_1014_0,Mpro-protein,-7.606688,
Updated_Mpro_data_1014_0,Mpro-protein,-6.72192,
Updated_Mpro_data_747_0,Mpro-protein,-4.859468,
Updated_Mpro_data_747_0,Mpro-protein,-5.43458,
Updated_Mpro_data_301_0,Mpro-protein,-4.250864,
Updated_Mpro_data_301_0,Mpro-protein,-4.275506,
Updated_Mpro_data_1021_0,Mpro-protein,-4.400964,
Updated_Mpro_data_1021_0,Mpro-protein,-4.547455,
Updated_Mpro_data_2564_0,Mpro-protein,-6.068421,
Updated_Mpro_data_2564_0,Mpro-protein,-6.068421,
Updated_Mpro_data_972_0,Mpro-protein,-5.386419,
Updated_Mpro_data_972_0,Mpro-protein,-5.591668,
Updated_Mpro_data_173_0,Mpro-protein,-2.11863,
Updated_Mpro_data_173_0,Mpro-protein,-2.053538,
Updated_Mpro_data_2484_0,Mpro-protein,-6.730334,
Updated_Mpro_data_2484_0,Mpro-protein,-6.594686,
Updated_Mpro_data_553_0,Mpro-protein,-5.130595,
Updated_Mpro_data_553_0,Mpro-protein,-5.074331,
Updated_Mpro_data_438_0,Mpro-protein,-5.258055,
Updated_Mpro_data_438_0,Mpro-protein,-5.10639,
Updated_Mpro_data_767_0,Mpro-protein,-4.557753,
Updated_Mpro_data_767_0,Mpro-protein,-6.631311,
Updated_Mpro_data_430_0,Mpro-protein,-5.75626,
Updated_Mpro_data_430_0,Mpro-protein,-5.701678,
Updated_Mpro_data_219_0,Mpro-protein,-6.102584,
Updated_Mpro_data_219_0,Mpro-protein,-7.465164,
Updated_Mpro_data_2459_0,Mpro-protein,-5.062911,
Updated_Mpro_data_2459_0,Mpro-protein,-4.701017,
Updated_Mpro_data_322_0,Mpro-protein,-6.588808,
Updated_Mpro_data_322_0,Mpro-protein,-6.285011,
Updated_Mpro_data_800_0,Mpro-protein,-8.79892,
Updated_Mpro_data_800_0,Mpro-protein,-9.001678,
Updated_Mpro_data_2619_0,Mpro-protein,-4.379892,
Updated_Mpro_data_2619_0,Mpro-protein,-5.006216,
Updated_Mpro_data_1537_0,Mpro-protein,-4.396332,
Updated_Mpro_data_1537_0,Mpro-protein,-4.396327,
Updated_Mpro_data_2107_0,Mpro-protein,-8.402421,
Updated_Mpro_data_2107_0,Mpro-protein,-8.257736,
Updated_Mpro_data_1893_0,Mpro-protein,-7.031137,
Updated_Mpro_data_1893_0,Mpro-protein,-7.03114,
Updated_Mpro_data_2685_0,Mpro-protein,-6.430049,
Updated_Mpro_data_2685_0,Mpro-protein,-6.697382,
Updated_Mpro_data_1600_0,Mpro-protein,-6.247496,
Updated_Mpro_data_1600_0,Mpro-protein,-6.580678,
Updated_Mpro_data_340_0,Mpro-protein,-4.735693,
Updated_Mpro_data_340_0,Mpro-protein,-4.931278,
Updated_Mpro_data_970_0,Mpro-protein,-6.22213,
Updated_Mpro_data_970_0,Mpro-protein,-5.387199,
Updated_Mpro_data_2720_0,Mpro-protein,-5.565293,
Updated_Mpro_data_2720_0,Mpro-protein,-5.5653,
Updated_Mpro_data_292_0,Mpro-protein,-8.925826,
Updated_Mpro_data_292_0,Mpro-protein,-9.142962,
Updated_Mpro_data_2243_0,Mpro-protein,-6.824759,
Updated_Mpro_data_2243_0,Mpro-protein,-7.166802,
Updated_Mpro_data_2304_0,Mpro-protein,-7.590209,
Updated_Mpro_data_2304_0,Mpro-protein,-7.866643,
Updated_Mpro_data_1787_0,Mpro-protein,-7.941015,
Updated_Mpro_data_1787_0,Mpro-protein,-8.017632,
Updated_Mpro_data_1597_0,Mpro-protein,-6.03861,
Updated_Mpro_data_1597_0,Mpro-protein,-5.98584,
Updated_Mpro_data_1053_0,Mpro-protein,-6.683125,
Updated_Mpro_data_1053_0,Mpro-protein,-6.599875,
Updated_Mpro_data_2440_0,Mpro-protein,-9.606043,
Updated_Mpro_data_2440_0,Mpro-protein,-9.72084,
Updated_Mpro_data_887_0,Mpro-protein,-10.00783,
Updated_Mpro_data_887_0,Mpro-protein,-9.906828,
Updated_Mpro_data_1401_0,Mpro-protein,-5.468299,
Updated_Mpro_data_1401_0,Mpro-protein,-6.490222,
Updated_Mpro_data_1716_0,Mpro-protein,-9.016925,
Updated_Mpro_data_1716_0,Mpro-protein,-6.625325,
Updated_Mpro_data_2569.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_Updated_Mpro_data_2569_docked.sdf
Updated_Mpro_data_1494_0,Mpro-protein,-7.908138,
Updated_Mpro_data_1494_0,Mpro-protein,-7.833002,
Updated_Mpro_data_2138_0,Mpro-protein,0.167144,
Updated_Mpro_data_2138_0,Mpro-protein,-2.649506,
Updated_Mpro_data_1153_0,Mpro-protein,-9.007145,
Updated_Mpro_data_1153_0,Mpro-protein,-9.007145,
Updated_Mpro_data_595_0,Mpro-protein,-6.703059,
Updated_Mpro_data_595_0,Mpro-protein,-6.775753,
Updated_Mpro_data_1868_0,Mpro-protein,-8.96682,
Updated_Mpro_data_1868_0,Mpro-protein,-9.002742,
Updated_Mpro_data_2376_0,Mpro-protein,-6.025687,
Updated_Mpro_data_2376_0,Mpro-protein,-5.966142,
Updated_Mpro_data_486_0,Mpro-protein,-4.699664,
Updated_Mpro_data_486_0,Mpro-protein,-4.737384,
Updated_Mpro_data_1525_0,Mpro-protein,-3.926979,
Updated_Mpro_data_1525_0,Mpro-protein,-3.846823,
Updated_Mpro_data_1290_0,Mpro-protein,-8.113188,
Updated_Mpro_data_1290_0,Mpro-protein,-8.281891,
Updated_Mpro_data_2386_0,Mpro-protein,-8.020058,
Updated_Mpro_data_2386_0,Mpro-protein,-7.616035,
Updated_Mpro_data_1921_0,Mpro-protein,-7.399335,
Updated_Mpro_data_1921_0,Mpro-protein,-7.74984,
Updated_Mpro_data_150_0,Mpro-protein,-5.330838,
Updated_Mpro_data_150_0,Mpro-protein,-3.540485,
Updated_Mpro_data_1589_0,Mpro-protein,-4.861836,
Updated_Mpro_data_1589_0,Mpro-protein,-4.931062,
Updated_Mpro_data_2645_0,Mpro-protein,-6.439884,
Updated_Mpro_data_2645_0,Mpro-protein,-6.281,
Updated_Mpro_data_780_0,Mpro-protein,-6.557676,
Updated_Mpro_data_780_0,Mpro-protein,-6.826774,
Updated_Mpro_data_1256_0,Mpro-protein,-8.122255,
Updated_Mpro_data_1256_0,Mpro-protein,-7.837073,
Updated_Mpro_data_1162_0,Mpro-protein,-5.839265,
Updated_Mpro_data_1162_0,Mpro-protein,-6.150963,
Updated_Mpro_data_1261_0,Mpro-protein,-8.554303,
Updated_Mpro_data_1261_0,Mpro-protein,-8.443607,
Updated_Mpro_data_60_0,Mpro-protein,-5.70714,
Updated_Mpro_data_60_0,Mpro-protein,-5.587964,
Updated_Mpro_data_637_0,Mpro-protein,-8.025441,
Updated_Mpro_data_637_0,Mpro-protein,-7.741755,
Updated_Mpro_data_2148_0,Mpro-protein,-6.034302,
Updated_Mpro_data_2148_0,Mpro-protein,-5.901357,
Updated_Mpro_data_697_0,Mpro-protein,-6.090645,
Updated_Mpro_data_697_0,Mpro-protein,-6.122478,
Updated_Mpro_data_1886_0,Mpro-protein,-6.257596,
Updated_Mpro_data_1886_0,Mpro-protein,-6.525172,
Updated_Mpro_data_371_0,Mpro-protein,-9.541334,
Updated_Mpro_data_371_0,Mpro-protein,-9.593139,
Updated_Mpro_data_2593_0,Mpro-protein,-6.765266,
Updated_Mpro_data_2593_0,Mpro-protein,-6.593626,
Updated_Mpro_data_2240_0,Mpro-protein,-6.87875,
Updated_Mpro_data_2240_0,Mpro-protein,-7.022558,
Updated_Mpro_data_1905_0,Mpro-protein,-6.770973,
Updated_Mpro_data_1905_0,Mpro-protein,-7.199382,
Updated_Mpro_data_525_0,Mpro-protein,-4.079957,
Updated_Mpro_data_525_0,Mpro-protein,-4.079962,
Updated_Mpro_data_306_0,Mpro-protein,-5.800599,
Updated_Mpro_data_306_0,Mpro-protein,-5.619951,
Updated_Mpro_data_898_0,Mpro-protein,-8.360373,
Updated_Mpro_data_898_0,Mpro-protein,-7.527521,
Updated_Mpro_data_772_0,Mpro-protein,-6.339421,
Updated_Mpro_data_772_0,Mpro-protein,-6.296023,
Updated_Mpro_data_900_0,Mpro-protein,-5.049289,
Updated_Mpro_data_900_0,Mpro-protein,-5.199326,
Updated_Mpro_data_1471_0,Mpro-protein,-4.433527,
Updated_Mpro_data_1471_0,Mpro-protein,-4.501207,
Updated_Mpro_data_419_0,Mpro-protein,-7.657719,
Updated_Mpro_data_419_0,Mpro-protein,-7.457929,
Updated_Mpro_data_333_0,Mpro-protein,0.986917,
Updated_Mpro_data_333_0,Mpro-protein,-0.811115,
Updated_Mpro_data_796_0,Mpro-protein,-0.501338,
Updated_Mpro_data_796_0,Mpro-protein,-1.05551,
Updated_Mpro_data_2542_0,Mpro-protein,-6.355112,
Updated_Mpro_data_2542_0,Mpro-protein,-6.530053,
Updated_Mpro_data_103_0,Mpro-protein,-2.158095,
Updated_Mpro_data_103_0,Mpro-protein,-2.198996,
Updated_Mpro_data_677_0,Mpro-protein,0.739986,
Updated_Mpro_data_677_0,Mpro-protein,0.382052,
Updated_Mpro_data_2059_0,Mpro-protein,-5.011268,
Updated_Mpro_data_2059_0,Mpro-protein,-5.878432,
Updated_Mpro_data_1756_0,Mpro-protein,-6.567746,
Updated_Mpro_data_1756_0,Mpro-protein,-6.544019,
Updated_Mpro_data_1604_0,Mpro-protein,-2.321925,
Updated_Mpro_data_1604_0,Mpro-protein,-2.188521,
Updated_Mpro_data_1055_0,Mpro-protein,-7.191749,
Updated_Mpro_data_1055_0,Mpro-protein,-7.453916,
Updated_Mpro_data_1438_0,Mpro-protein,-5.326907,
Updated_Mpro_data_1438_0,Mpro-protein,-5.222034,
Updated_Mpro_data_1697_0,Mpro-protein,-7.086457,
Updated_Mpro_data_1697_0,Mpro-protein,-6.71226,
Updated_Mpro_data_2235.sdf,Mpro-protein.pdb,,local variable 'df' referenced before assignment
Updated_Mpro_data_2671_0,Mpro-protein,-8.092472,
Updated_Mpro_data_2671_0,Mpro-protein,-8.092475,
Updated_Mpro_data_2454_0,Mpro-protein,-7.556869,
Updated_Mpro_data_2454_0,Mpro-protein,-7.588804,
Updated_Mpro_data_135_0,Mpro-protein,-1.459745,
Updated_Mpro_data_135_0,Mpro-protein,-1.522372,
Updated_Mpro_data_154_0,Mpro-protein,-1.20009,
Updated_Mpro_data_154_0,Mpro-protein,-0.86175,
Updated_Mpro_data_2323_0,Mpro-protein,-8.092346,
Updated_Mpro_data_2323_0,Mpro-protein,-7.726075,
Updated_Mpro_data_1446_0,Mpro-protein,-6.60908,
Updated_Mpro_data_1446_0,Mpro-protein,-6.756162,
Updated_Mpro_data_1521_0,Mpro-protein,-6.459161,
Updated_Mpro_data_1521_0,Mpro-protein,-6.221292,
Updated_Mpro_data_1306_0,Mpro-protein,-7.101231,
Updated_Mpro_data_1306_0,Mpro-protein,-7.673311,
Updated_Mpro_data_453_0,Mpro-protein,-3.920705,
Updated_Mpro_data_453_0,Mpro-protein,-3.967782,
Updated_Mpro_data_1689_0,Mpro-protein,-6.773364,
Updated_Mpro_data_1689_0,Mpro-protein,-6.738415,
Updated_Mpro_data_1603_0,Mpro-protein,-7.047602,
Updated_Mpro_data_1603_0,Mpro-protein,-7.15099,
Updated_Mpro_data_1251_0,Mpro-protein,-9.449713,
Updated_Mpro_data_1251_0,Mpro-protein,-9.056186,
Updated_Mpro_data_2493.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_Updated_Mpro_data_2493_docked.sdf
Updated_Mpro_data_1791_0,Mpro-protein,-7.673913,
Updated_Mpro_data_1791_0,Mpro-protein,-7.755866,
Updated_Mpro_data_1006_0,Mpro-protein,-5.709007,
Updated_Mpro_data_1006_0,Mpro-protein,-5.866287,
Updated_Mpro_data_1623_0,Mpro-protein,-7.787172,
Updated_Mpro_data_1623_0,Mpro-protein,-7.766907,
Updated_Mpro_data_2187_0,Mpro-protein,-7.133013,
Updated_Mpro_data_2187_0,Mpro-protein,-7.113313,
Updated_Mpro_data_356_0,Mpro-protein,-7.403133,
Updated_Mpro_data_356_0,Mpro-protein,-7.403148,
Updated_Mpro_data_2548_0,Mpro-protein,-4.774681,
Updated_Mpro_data_2548_0,Mpro-protein,-4.769375,
Updated_Mpro_data_2300_0,Mpro-protein,-6.782928,
Updated_Mpro_data_2300_0,Mpro-protein,-6.661004,
Updated_Mpro_data_789_0,Mpro-protein,-7.188741,
Updated_Mpro_data_789_0,Mpro-protein,-7.577596,
Updated_Mpro_data_124_0,Mpro-protein,-4.678876,
Updated_Mpro_data_124_0,Mpro-protein,-4.561805,
Updated_Mpro_data_2541_0,Mpro-protein,-7.911125,
Updated_Mpro_data_2541_0,Mpro-protein,-7.998238,
Updated_Mpro_data_2204_0,Mpro-protein,-2.132777,
Updated_Mpro_data_2204_0,Mpro-protein,-1.590654,
Updated_Mpro_data_1417_0,Mpro-protein,-7.024345,
Updated_Mpro_data_1417_0,Mpro-protein,-7.500532,
Updated_Mpro_data_296_0,Mpro-protein,-6.132154,
Updated_Mpro_data_296_0,Mpro-protein,-6.116148,
Updated_Mpro_data_1022_0,Mpro-protein,-6.682818,
Updated_Mpro_data_1022_0,Mpro-protein,-6.569738,
Updated_Mpro_data_1952_0,Mpro-protein,-5.265249,
Updated_Mpro_data_1952_0,Mpro-protein,-5.411811,
Updated_Mpro_data_1255_0,Mpro-protein,-7.691441,
Updated_Mpro_data_1255_0,Mpro-protein,-7.723572,
Updated_Mpro_data_295_0,Mpro-protein,-6.314179,
Updated_Mpro_data_295_0,Mpro-protein,-6.36491,
Updated_Mpro_data_1857_0,Mpro-protein,-2.428676,
Updated_Mpro_data_1857_0,Mpro-protein,-2.805786,
Updated_Mpro_data_480_0,Mpro-protein,-7.709892,
Updated_Mpro_data_480_0,Mpro-protein,-7.613045,
Updated_Mpro_data_467_0,Mpro-protein,-4.429045,
Updated_Mpro_data_467_0,Mpro-protein,-4.487333,
Updated_Mpro_data_2034_0,Mpro-protein,-3.303465,
Updated_Mpro_data_2034_0,Mpro-protein,-3.027534,
Updated_Mpro_data_1561_0,Mpro-protein,-4.377384,
Updated_Mpro_data_1561_0,Mpro-protein,-4.355042,
Updated_Mpro_data_1120_0,Mpro-protein,-2.367078,
Updated_Mpro_data_1120_0,Mpro-protein,-2.163119,
Updated_Mpro_data_2394_0,Mpro-protein,-7.897809,
Updated_Mpro_data_2394_0,Mpro-protein,-8.060957,
Updated_Mpro_data_574_0,Mpro-protein,-7.128802,
Updated_Mpro_data_574_0,Mpro-protein,-7.284318,
Updated_Mpro_data_1017_0,Mpro-protein,-6.074186,
Updated_Mpro_data_1017_0,Mpro-protein,-6.074187,
Updated_Mpro_data_1939_0,Mpro-protein,-2.26038,
Updated_Mpro_data_1939_0,Mpro-protein,-2.312104,
Updated_Mpro_data_1466_0,Mpro-protein,-5.177474,
Updated_Mpro_data_1466_0,Mpro-protein,-5.418569,
Updated_Mpro_data_660_0,Mpro-protein,-6.947568,
Updated_Mpro_data_660_0,Mpro-protein,-6.947571,
Updated_Mpro_data_1170_0,Mpro-protein,-7.166799,
Updated_Mpro_data_1170_0,Mpro-protein,-7.181385,
Updated_Mpro_data_2192_0,Mpro-protein,-5.095216,
Updated_Mpro_data_2192_0,Mpro-protein,-5.088358,
Updated_Mpro_data_408.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_Updated_Mpro_data_408_docked.sdf
Updated_Mpro_data_1624_0,Mpro-protein,-7.33891,
Updated_Mpro_data_1624_0,Mpro-protein,-7.246299,
Updated_Mpro_data_1228_0,Mpro-protein,-4.640647,
Updated_Mpro_data_1228_0,Mpro-protein,-4.640475,
Updated_Mpro_data_2049_0,Mpro-protein,-5.702696,
Updated_Mpro_data_2049_0,Mpro-protein,-5.636549,
Updated_Mpro_data_45_0,Mpro-protein,-8.06361,
Updated_Mpro_data_45_0,Mpro-protein,-8.05064,
Updated_Mpro_data_537_0,Mpro-protein,-6.011637,
Updated_Mpro_data_537_0,Mpro-protein,-6.182875,
Updated_Mpro_data_1771_0,Mpro-protein,-2.29704,
Updated_Mpro_data_1771_0,Mpro-protein,-2.312747,
Updated_Mpro_data_621_0,Mpro-protein,-8.110506,
Updated_Mpro_data_621_0,Mpro-protein,-7.925496,
Updated_Mpro_data_253_0,Mpro-protein,-5.686533,
Updated_Mpro_data_253_0,Mpro-protein,-5.943887,
Updated_Mpro_data_1946_0,Mpro-protein,-5.466643,
Updated_Mpro_data_1946_0,Mpro-protein,-5.851582,
Updated_Mpro_data_1418_0,Mpro-protein,-7.222301,
Updated_Mpro_data_1418_0,Mpro-protein,-7.461977,
Updated_Mpro_data_1066_0,Mpro-protein,-9.130133,
Updated_Mpro_data_1066_0,Mpro-protein,-9.037775,
Updated_Mpro_data_809_0,Mpro-protein,3.376981,
Updated_Mpro_data_809_0,Mpro-protein,1.384266,
Updated_Mpro_data_948_0,Mpro-protein,-6.32837,
Updated_Mpro_data_948_0,Mpro-protein,-6.867207,
Updated_Mpro_data_2303_0,Mpro-protein,-7.15326,
Updated_Mpro_data_2303_0,Mpro-protein,-7.346587,
Updated_Mpro_data_2341_0,Mpro-protein,-7.746394,
Updated_Mpro_data_2341_0,Mpro-protein,-7.750755,
Updated_Mpro_data_942_0,Mpro-protein,-6.430476,
Updated_Mpro_data_942_0,Mpro-protein,-6.512739,
Updated_Mpro_data_1842_0,Mpro-protein,-7.116958,
Updated_Mpro_data_1842_0,Mpro-protein,-7.116958,
Updated_Mpro_data_523_0,Mpro-protein,-5.497142,
Updated_Mpro_data_523_0,Mpro-protein,-6.609406,
Updated_Mpro_data_2748_0,Mpro-protein,-6.250933,
Updated_Mpro_data_2748_0,Mpro-protein,-6.382224,
Updated_Mpro_data_593_0,Mpro-protein,-8.067969,
Updated_Mpro_data_593_0,Mpro-protein,-8.390807,
Updated_Mpro_data_1876_0,Mpro-protein,-8.42033,
Updated_Mpro_data_1876_0,Mpro-protein,-8.315857,
Updated_Mpro_data_2099_0,Mpro-protein,-8.493504,
Updated_Mpro_data_2099_0,Mpro-protein,-8.58931,
Updated_Mpro_data_2366_0,Mpro-protein,-5.943479,
Updated_Mpro_data_2366_0,Mpro-protein,-6.020427,
Updated_Mpro_data_2607_0,Mpro-protein,-7.720876,
Updated_Mpro_data_2607_0,Mpro-protein,-7.150387,
Updated_Mpro_data_20_0,Mpro-protein,-5.833695,
Updated_Mpro_data_20_0,Mpro-protein,-5.607984,
Updated_Mpro_data_1049_0,Mpro-protein,-6.578491,
Updated_Mpro_data_1049_0,Mpro-protein,-6.639075,
Updated_Mpro_data_997_0,Mpro-protein,-7.235559,
Updated_Mpro_data_997_0,Mpro-protein,-6.947596,
Updated_Mpro_data_1538_0,Mpro-protein,-2.849541,
Updated_Mpro_data_1538_0,Mpro-protein,-3.050643,
Updated_Mpro_data_2661_0,Mpro-protein,-7.161863,
Updated_Mpro_data_2661_0,Mpro-protein,-7.69146,
Updated_Mpro_data_2090_0,Mpro-protein,-7.26185,
Updated_Mpro_data_2090_0,Mpro-protein,-5.493674,
Updated_Mpro_data_338_0,Mpro-protein,-5.428018,
Updated_Mpro_data_338_0,Mpro-protein,-5.204921,
Updated_Mpro_data_820_0,Mpro-protein,-7.084405,
Updated_Mpro_data_820_0,Mpro-protein,-7.25294,
Updated_Mpro_data_2311_0,Mpro-protein,-6.120346,
Updated_Mpro_data_2311_0,Mpro-protein,-6.071491,
Updated_Mpro_data_841_0,Mpro-protein,-7.914359,
Updated_Mpro_data_841_0,Mpro-protein,-8.338385,
Updated_Mpro_data_2708_0,Mpro-protein,-7.831451,
Updated_Mpro_data_2708_0,Mpro-protein,-8.057221,
Updated_Mpro_data_600_0,Mpro-protein,-4.813435,
Updated_Mpro_data_600_0,Mpro-protein,-4.666758,
Updated_Mpro_data_755_0,Mpro-protein,-6.393086,
Updated_Mpro_data_755_0,Mpro-protein,-6.347161,
Updated_Mpro_data_1506_0,Mpro-protein,-5.613213,
Updated_Mpro_data_1506_0,Mpro-protein,-5.622017,
Updated_Mpro_data_1477_0,Mpro-protein,-7.843776,
Updated_Mpro_data_1477_0,Mpro-protein,-7.914913,
Updated_Mpro_data_2682_0,Mpro-protein,-8.198722,
Updated_Mpro_data_2682_0,Mpro-protein,-8.198722,
Updated_Mpro_data_591_0,Mpro-protein,-3.977008,
Updated_Mpro_data_591_0,Mpro-protein,-4.141489,
Updated_Mpro_data_1399_0,Mpro-protein,-7.793746,
Updated_Mpro_data_1399_0,Mpro-protein,-7.678409,
Updated_Mpro_data_1863_0,Mpro-protein,-6.674719,
Updated_Mpro_data_1863_0,Mpro-protein,-7.120021,
Updated_Mpro_data_1276_0,Mpro-protein,-7.69707,
Updated_Mpro_data_1276_0,Mpro-protein,-7.806241,
Updated_Mpro_data_754_0,Mpro-protein,-7.171404,
Updated_Mpro_data_754_0,Mpro-protein,-7.976297,
Updated_Mpro_data_1533_0,Mpro-protein,-4.698528,
Updated_Mpro_data_1533_0,Mpro-protein,-4.510212,
